#styr												
1
#endyr												
30
#rec_age										
1															
#n_ages										
12
# numbers of length intervals
81
#Length	bin
10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90
#nfsh
1
#names_fsh
FLEET1												
#catch												
111.976734974872	315.074181803793	513.290163002075	683.324562868386	530.579770836311	933.089984451559	902.272501255914	1816.43315548794	1021.71116850091	1220.17848930992	1326.12010365054	1371.49743964746	956.291932120575	1335.6587752761	1359.06091573909	1157.68754437418	2064.23055821646	1534.84812196693	1432.59756579284	1368.27707744599	1748.93352810903	1159.90675770173	1769.2272740358	1355.60884330816	1311.14965214179	1172.8313806584	1148.81957256803	1503.23641139195	1086.03580569007	1578.03812190884
#catch_cv											
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
#n_ages_fsh								
30		
#n_lengths_fsh								
0															
#yrs_ages_fsh								
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	
#sample_ages_fsh							
200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200
#page_fsh	2	3	4	5	6	7	8	9	10	11						
0.015	0.02	0.075	0.125	0.155	0.11	0.115	0.135	0.07	0.065	0.04	0.075
0.05	0.035	0.08	0.1	0.165	0.15	0.09	0.08	0.08	0.05	0.025	0.095
0	0.055	0.06	0.125	0.15	0.13	0.125	0.11	0.075	0.04	0.04	0.09
0.03	0.06	0.11	0.08	0.145	0.125	0.13	0.09	0.06	0.05	0.015	0.105
0.015	0.035	0.045	0.115	0.16	0.155	0.16	0.135	0.055	0.045	0.015	0.065
0.05	0.07	0.025	0.1	0.215	0.13	0.12	0.07	0.045	0.04	0.025	0.11
0.025	0.065	0.1	0.12	0.115	0.17	0.105	0.095	0.05	0.04	0.045	0.07
0.025	0.04	0.16	0.19	0.095	0.13	0.1	0.055	0.05	0.045	0.015	0.095
0.035	0.04	0.07	0.19	0.195	0.105	0.095	0.09	0.075	0.015	0.02	0.07
0.02	0.035	0.135	0.105	0.2	0.19	0.08	0.07	0.075	0.015	0.025	0.05
0.035	0.1	0.11	0.195	0.115	0.16	0.115	0.05	0.02	0.03	0.03	0.04
0.035	0.05	0.125	0.12	0.18	0.105	0.125	0.075	0.025	0.025	0.025	0.11
0.015	0.075	0.095	0.125	0.165	0.135	0.115	0.09	0.065	0.04	0.02	0.06
0.03	0.05	0.085	0.19	0.18	0.1	0.105	0.075	0.08	0.045	0.03	0.03
0.015	0.09	0.11	0.085	0.2	0.165	0.1	0.09	0.05	0.035	0.025	0.035
0.035	0.055	0.095	0.115	0.15	0.18	0.125	0.07	0.075	0.02	0.04	0.04
