"x"
"1" "Data_File"
"2" "Control_File"
"3" "definitions"
"4" "fleet_ID"
"5" "fleet_type"
"6" "fleet_timing"
"7" "fleet_area"
"8" "catch_units"
"9" "catch_se"
"10" "equ_catch_se"
"11" "survey_units"
"12" "survey_error"
"13" "IsFishFleet"
"14" "nfishfleets"
"15" "nfleets"
"16" "nsexes"
"17" "ngpatterns"
"18" "lbins"
"19" "Lbin_method"
"20" "nlbins"
"21" "lbinspop"
"22" "nlbinspop"
"23" "sizebinlist"
"24" "agebins"
"25" "nagebins"
"26" "accuage"
"27" "nareas"
"28" "startyr"
"29" "endyr"
"30" "nseasons"
"31" "seasfracs"
"32" "seasdurations"
"33" "N_sub_seasons"
"34" "Spawn_month"
"35" "Spawn_seas"
"36" "Spawn_timing_in_season"
"37" "Retro_year"
"38" "N_forecast_yrs"
"39" "Empirical_wt_at_age"
"40" "N_bio_patterns"
"41" "N_platoons"
"42" "NatMort_option"
"43" "GrowthModel_option"
"44" "Maturity_option"
"45" "Fecundity_option"
"46" "Start_from_par"
"47" "Do_all_priors"
"48" "Use_softbound"
"49" "N_nudata"
"50" "Max_phase"
"51" "Current_phase"
"52" "Jitter"
"53" "ALK_tolerance"
"54" "Length_comp_error_controls"
"55" "Age_comp_error_controls"
"56" "nforecastyears"
"57" "morph_indexing"
"58" "MGparmAdj"
"59" "forecast_selectivity"
"60" "SelAgeAdj"
"61" "recruitment_dist"
"62" "recruit"
"63" "SPAWN_RECR_CURVE"
"64" "breakpoints_for_bias_adjustment_ramp"
"65" "FecType"
"66" "FecPar1name"
"67" "FecPar2name"
"68" "FecPar1"
"69" "FecPar2"
"70" "M_type"
"71" "Natural_Mortality"
"72" "Growth_Parameters"
"73" "growthCVtype"
"74" "endgrowth"
"75" "wtatage_switch"
"76" "growthseries"
"77" "growthvaries"
"78" "ageselex"
"79" "maximum_ASEL2"
"80" "F_method"
"81" "exploitation"
"82" "catch"
"83" "summary_age"
"84" "timeseries"
"85" "spawnseas"
"86" "mainmorphs"
"87" "birthseas"
"88" "depletion_basis"
"89" "depletion_multiplier"
"90" "Bratio_denominator"
"91" "Bratio_label"
"92" "discard"
"93" "DF_discard"
"94" "mnwgt"
"95" "DF_mnwgt"
"96" "sprseries"
"97" "managementratiolabels"
"98" "F_report_basis"
"99" "sprtarg"
"100" "btarg"
"101" "minbthresh"
"102" "Kobe_warn"
"103" "Kobe_MSY_basis"
"104" "Kobe"
"105" "index_variance_tuning_check"
"106" "cpue"
"107" "natage"
"108" "natage_annual_1_no_fishery"
"109" "natage_annual_2_with_fishery"
"110" "batage"
"111" "natlen"
"112" "fatage"
"113" "discard_at_age"
"114" "catage"
"115" "ALK"
"116" "AAK"
"117" "age_error_mean"
"118" "age_error_sd"
"119" "N_ageerror_defs"
"120" "equil_yield"
"121" "Z_at_age"
"122" "M_at_age"
"123" "Z_by_area"
"124" "M_by_area"
"125" "Dynamic_Bzero"
"126" "comp_data_exists"
"127" "lendbase"
"128" "sizedbase"
"129" "agedbase"
"130" "condbase"
"131" "ghostagedbase"
"132" "ghostcondbase"
"133" "ghostlendbase"
"134" "ladbase"
"135" "wadbase"
"136" "tagdbase1"
"137" "tagdbase2"
"138" "morphcompdbase"
"139" "age_comp_fit_table"
"140" "derived_quants"
"141" "parameters"
"142" "Dirichlet_Multinomial_pars"
"143" "FleetNames"
"144" "repfiletime"
"145" "SRRtype"
"146" "Pstar_sigma"
"147" "OFL_sigma"
"148" "CoVar"
"149" "stdtable"
"150" "recruitpars"
"151" "RecrDistpars"
"152" "wtatage"
"153" "jitter_info"
"154" "SS_version"
"155" "SS_versionshort"
"156" "SS_versionNumeric"
"157" "StartTime"
"158" "RunTime"
"159" "Files_used"
"160" "log_det_hessian"
"161" "Final_phase"
"162" "N_iterations"
"163" "Nwarnings"
"164" "warnings"
"165" "likelihoods_used"
"166" "likelihoods_laplace"
"167" "likelihoods_by_fleet"
"168" "Parm_devs_detail"
"169" "N_estimated_parameters"
"170" "table_of_phases"
"171" "estimated_non_dev_parameters"
"172" "maximum_gradient_component"
"173" "parameters_with_highest_gradients"
"174" "Age_Comp_Fit_Summary"
"175" "SBzero"
"176" "current_depletion"
"177" "last_years_SPR"
"178" "SPRratioLabel"
"179" "sigma_R_in"
"180" "sigma_R_info"
"181" "rmse_table"
"182" "RecDev_method"
"183" "logfile"
"184" "inputs"
